# tup inventory — 20260831T125822Z
# root: /mnt/lfs
# excluded (not examined): proc sys dev run tmp sources tup-build
# format: <sha256 | symlink target>  <mode> <size> <path relative to root>
#
-> usr/bin                                                    lnk        - /bin
541f8cf79acea0eddfdee7e8567b688b57f827230e2f372a568dfa3d358dcae7 644     5232 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Pattern/Pred.lean
89a148830f8d4570850076c0abd04dbf8c9cf5f55f8384b7e9fda4c6898418db 644    14833 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Pattern/String.lean
ea26814d62266d9dd6434d44564f3a959dc8cab85edf499faf228e024e7ccddc 644    14510 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/PosRaw.lean
3ab6a3903cb4532e0f5b8b1ce157dfa6f4b291497239179d311d3717a5f33d06 644    18514 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Search.lean
a96d590d6fe8328167b9867de39112af96446cc8426351278b85d87a7040b7c1 644    46846 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Slice.lean
22787a534c392caaeb774ff9b3263142d37476515b1a85eb3b340bd5205f0c79 644      483 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Stream.lean
b4dedbb92cfca7c41e01c532711447579937aec38aac9140836bd11fd72d461f 644     8447 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Subslice.lean
6b9dc9e76926d0a89be53929c80d92aa8e8805ea6138954d35f374ce1200bc9d 644    21753 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Substring.lean
c887749e6b430d55629a80355d53ad1632910e95d641fe67f9934869c54cb861 644    22121 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/TakeDrop.lean
7594cbdcf17f1c5266f8ecbfe28feb04a20fd14daf18bc0da1baa1d3a977df36 644    10503 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/Termination.lean
8f8a3a7a815619ca472f81e31517b27e7ea8d0ddb66efaecbd82f3ac1657132e 644      842 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/String/ToSlice.lean
f7d68bb5957fb2bb8c3ef2af20138c22e8d900d91d95a518e98d9f691d06bdc8 644      287 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Subtype.lean
146ef8b3ebf4b02f6cf4f317c9f7220901cfed6d83e5ddc597dcc17ebf1f70a3 644      710 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Subtype/Basic.lean
2b0ea46cd1267ba69cad076bbf1e55adbe09506ccaf5899b1d0b41a67ae0b53b 644     3481 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Subtype/Order.lean
3204a38516405fa181070b6fdce54018e24da3dd3431d91d9534b87b549a5d3e 644      321 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Subtype/OrderExtra.lean
735296e4e5f9ebde65829319e48a7fde0d4406ff811550aae1e61e16c867e612 644      259 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Sum.lean
bab87570ab3cf66a476fc092c50c6dc50ef0ad122a12e2007274eb9d67c809f3 644     7875 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Sum/Basic.lean
e0e2b34a823facb5642ff3ed35ac0f2436d37a2d0e89e25ab2cd43c0f5a957c7 644     9527 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Sum/Lemmas.lean
eedd154404bde5203f68d5c9d06e6e4c6b13ace4b0b21d9071bac5deaafa651e 644      334 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ToString.lean
d8c0b0da1a266c6a178972cf023f8501d95feec972b86d13eb0924670ac9aabf 644     4076 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ToString/Basic.lean
70f458aca2de950fa066c5ed2a2e9569ffb94236577d3b9617f0c2a53bb9c364 644     1249 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ToString/Extra.lean
e4b4cc4be3547c2fc27ba60e687a6b81e7ecfee6360a71ae5d6511a47109b1d6 644      404 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ToString/Macro.lean
42d30e6a2c249164b02cf8bc5d595dec698efc1906b5a1c1496e65064968500f 644     5492 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ToString/Name.lean
a9d03d39980dc262edd128cf8b4847637404b8cabf3321b485720ecebf50d4a7 644      391 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt.lean
71338079939d203e18ce86c04c2fbe15a4ddcfc241317a9a7ce0a7afa485b201 644    38794 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/Basic.lean
06272442e6e53c4ac0445e9ebf6c493228d3a00847a9e77e0b3f85497448dd48 644    15470 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/BasicAux.lean
93742e994f15a28efddb2905405e54244a5adfcc245d8bfe1e4ff47ee6396184 644   102354 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/Bitwise.lean
5d2232051c60170ea4f1d05d88ef1abe90f0e3aa2a578321fc59a80b4a465684 644    16731 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/IntToBitVec.lean
294fe2920d4dfb15e79f49a867b332ae03dc8bd16c7452181a89a309695b3dda 644   240825 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/Lemmas.lean
7af9ebc3bf31128109c4bbbffa70a33dcd038c55ff583826c41747f3fc14fba2 644     2503 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/UInt/Log2.lean
50756bb014a75a286025932023d8a424b344de1f7d2378a3733aab8cce3a23bd 644      379 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/ULift.lean
6eb991e58e9b58f322ae72f5f5165aebfbed6914bec2c8a6abf93561295a31a0 644      913 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector.lean
b748397cde04cbab878f77e53c7ff5b3501e776bd46ede6492a64ec2ee76123c 644     7806 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Algebra.lean
a59acdf5102fbec12b28c629f4036b12bfafaffe12d399ac704763e68cecf494 644    26008 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Attach.lean
d2b5e00d72b2cc1db9b2aece6254c114b3ca6107d03db2e67dff08fd04f20aa3 644    23061 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Basic.lean
270056f075f8b8b46aef3bb8b00ea3e324779000bc985fa56ef628ad25e547d4 644     9906 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Count.lean
ca59a59371ad955f44d45055cba0eadb51e5799cca02e482ee366b03b23348a5 644     2105 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/DecidableEq.lean
ccdb5ae2ce8867ec194761ef271e2ec81848354ea68900aabad7cd0d848cc3dd 644     6439 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Erase.lean
70a9bda3ca647782473104afee44d4f74f03cdbb247ebaab0b5eec539baddb56 644     6729 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Extract.lean
d9ed42c2cd0fe84cdc9ce7695b8a0666b03e9bff652744d0544c2adcaae87e89 644     1486 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/FinRange.lean
85c27faa55486a5fb7b6dddc8eaf5d27871ff93afaaeeb39e33c71fd51287bc5 644    14535 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Find.lean
03038061407078daa591b48208a58790a999bfcd9f56848795bc79c15008d977 644     4761 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/InsertIdx.lean
2185fc4ee97e2943b03233de9735a8b46a327d145aa43604dcce7baff0605db4 644     1716 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Int.lean
4cf1b17180c4c56211c67b59fa98d88da6b2963041398a57a4dd02e9d7fb1733 644   127169 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Lemmas.lean
162916244f1068880d3b8030811c4382e9f99dbbc58e636ea7264b13153a3238 644    11874 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Lex.lean
74676ed3cc402fdbac6ffff9c90c218a54c97e6f641442f5f1768ad60ca5e46a 644    14944 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/MapIdx.lean
ca5cdd0e78581a0d2ec108f8081e9d7d01c0483bd03e8182c38bcb46a3710f41 644     8611 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Monadic.lean
458906de8d1737985ae2971fe3b3a7e9657c9b7981b8b6a55c82b3692c3873e0 644     2428 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Nat.lean
10fc261bb91d2d7d339a981b77bac9d39d2ce703adff5819b9cf0eb56b7dd18b 644     6060 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/OfFn.lean
8e77ce20a08cb008f719dec1b9059da858d12c7a8ddf106a3b95ccc513136558 644     4490 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Perm.lean
089a8a776b69e08bf62d4123070e16439e9adbf0d0dd69e77041f52ccc5efca9 644    11981 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Range.lean
ca6d1596c85a093918aa390fa53e85caa689e62c78ee475a4dfae5bfd60036b5 644      486 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Stream.lean
c4bc5c9227a82476a7f3e0581a3fbd99ad5958fd48e9d39faae9480d94f3a2f0 644    11657 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Vector/Zip.lean
7a38aca83ffa33660079bec9c1ef03603d2ef9e1eac63572684c3ad116743978 644     1456 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Data/Zero.lean
6b504b5313bfee8a7d1ec4e8d06ce731af49f987724350de09b7b7f39db484b2 644     3207 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Dynamic.lean
84d30187a4a48d331119eedfca8bf290d1673cfd886012b6af57d85a6b7fd8b4 644     3590 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Ext.lean
a68afb7a2ec77d747dfe3cdf3ec9798d1a0e8a2e92e4c3ad7e6d20f99f72b72c 644    16853 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GetElem.lean
5bc72d7e620643e91e07a0b238445c7fe81e469812d19ccb0dddb72bfe68c7aa 644      932 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind.lean
750178f49de7c835b0cb95ad869985f37d32e8aa353428d3f6737edf15dff0f7 644    37578 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/AC.lean
f97f6812920667e07b4a87b9ea95ece44f5f5f6920de3f6c7170207e419d6984 644     1114 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Annotated.lean
0431c84d5c4f8a16bb79c3c193292e8d3fba959a8a4ab8da5888246332fb7d58 644    14326 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Attr.lean
ca2d28c27b29cd2340ea2fd2783c99efa2bfa2461cb8f8581c12d4e42873786d 644      368 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Cases.lean
c7a2827cafdcfd98ce9dbb24cc4a24df2905d927f599dbeeb0db23af972fe21f 644    13414 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Config.lean
864eee610f9e0b6a20d15f9483635d23615c5061b0761c7c9912415441c58c3f 644      281 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ext.lean
b6f3473083b788d4f38bb3f41f53a3dbeea2683b3d8f204fb5d8eb54fb30b190 644    10261 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/FieldNormNum.lean
e7190038a6a94bfbf3d988f6e30e9578b0769501d22194354a052c7df9dd77b2 644      902 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Injective.lean
2f5c524a0a21bb89a2601524bb5e23410a2685e4155c6f31ce6131305d908203 644    16210 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Interactive.lean
abcf6262ed94458197fa600f04616f1f5c18af28cebf8695f2cf05c5130b5b08 644    11686 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Lemmas.lean
1048084050c5bb364c147dd4a6d1cb89cb281851a907901845134d4acdf5fe11 644     3203 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Lint.lean
d7f8b47752505b92bea4c41d07ecfe4da44145ed870255ba62df6e3e74692fa1 644      354 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Module.lean
f8c2c41c5d7ed6c4d6103815dc404f40096348830dc5065802f64b02ebe3b2c9 644    11361 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Module/Basic.lean
556ffbec6e8b93963d3d136198e266d2878cf925f42d48234e2318b12ac0c7d3 644    14616 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Module/Envelope.lean
647c1f71d8382a8704c20a5ad9736ea3151557ef0093723a63348738865f1e75 644     7549 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Module/NatModuleNorm.lean
ee8ddb032981ca16ae5b05a144073a7359577e57967bbe44e87e01a8ea1f2085 644     2114 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Module/OfNatModule.lean
518b364f160c7eab4a9c3e6629ed9a1d41868776c29d6d350de94003b624d3d0 644     9866 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Norm.lean
8ffcc7078639c12a1e2e5a901386c3dee708df9078627e217d6ef9ffe1c63176 644     4376 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Offset.lean
3b0501e81af422c9b27067cf6b24d984590bcc6ce6ff030264be85c8becf93dc 644    16554 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Order.lean
eb03a9edfa38bb5b0e288b86ae3fb7b4202dbcea86883e6634649ebaeb669529 644      458 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered.lean
0cecbe11534d5b2e3eca87d11d4c114ca2bfc293257d2bfadb5c7bd8e5aedf95 644     9124 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Field.lean
ae655d6df91afa87a51d6be899e49c63fc60c573e2547aaee2a7ff86f3ee7c15 644      859 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Int.lean
beca26b4f720633f9c9c467cf6470ab8026f47ea942afc5527e324aa2a131722 644    25041 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Linarith.lean
0e8d90be0f2a1bc425f65026687be7942961d952ae7c46a06a0b6d9b65195fe0 644     7547 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Module.lean
3d2129053d6d700f2f7b25f820593a189417f7c1cfc598bf98efd732954893aa 644     2968 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Order.lean
24e52ef6d17f27ee4ced180ff3ab121fb7e39bac0a2d53b0c4978c3a6bfb5202 644      938 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Rat.lean
c61e6ef0bbab4a63ba8f7e1dc15453802b985a2d4f0a8b50738c5891510affb2 644    14931 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ordered/Ring.lean
8836fdb7151d94629372f629a212b93944d635fa77534de57cfe9734747e71f0 644      910 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/PP.lean
092b626e1ec2c7b15ecb208263e50c2c5b1fe57a170a34d3776d041993931c01 644     1233 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Propagator.lean
35b41ec1b9ae2a176b8627473146057cbe0c67a31b36aea4805a1460c6ac6832 644      466 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring.lean
e20b816a722fc9003146396183d3af2af5394bc4725ca6a8b12f122b806f8df1 644    25254 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/Basic.lean
4aeb5392eff810b52929e6f5da526554f1b62cbf60a3f91597e0b8581312618c 644    24821 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/CommSemiringAdapter.lean
51dea432e1f2160fa698194ab799532bebaf273f465d3edcab41ea0f6f4566b1 644    84741 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/CommSolver.lean
3f579e4f376413ffc4af43dde047da05336ffe51783bcfe84f27d5f87ce4df69 644    22207 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/Envelope.lean
92b02c097133ffba5508a1b9c3243f29c0eceb851917d12118d4ac38916d8d91 644     9883 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/Field.lean
5e13f7548ef5ed09958690c210e6ce0e3c03634e3ee9d68721c01af0f8c07799 644      791 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/OfScientific.lean
9fa2ab96f23d47792eea8105f1dd7fd266b0e3b6797694fe23118b33ad48b55d 644      916 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Ring/ToInt.lean
85ffe27d75de278dd50b48d09b084f6c051566aa0d5a240d83af3aa9504779ea 644    14451 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Tactics.lean
d74b020c4015b2b2cfaf54c24f45f92ab9dc5a803875c494e2edc7f080a8cef9 644    13392 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/ToInt.lean
a7d34ddf75bfde5bb4a3ef3c5fd857296e0d90311731631dc9efd8088ba6f723 644     7512 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/ToIntLemmas.lean
1ecb7094fab7c7e65c6b6cc5b41e6e91c0499e99dfbfb2a10fda7d2f909e57d9 644     5184 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Grind/Util.lean
be5b6782920a8f6e3b15f63d1ed0dc02ade4ff33dd2ca7e1fe7f8166d633e58a 644      303 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances.lean
414a73198d5dc00dd4dfcf8fd4422ab34d43547a6b83c7c26944df9c36816f1d 644      472 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Nat.lean
2ff12dde0abc1a921a21f0d629f4fa750f58286a870f82fe5e9a23f6fea67283 644      492 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring.lean
1efd45ec94a4cabe473e6fecb9c1d1763a4a2915dc4004b904838da0f3a5fe56 644     1762 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/BitVec.lean
5fa3dd5230518c7eaa51b630434fe2c179bda0918208e2d72f473102e1a7ad71 644     5716 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/Fin.lean
42a488e9c88c577ddcec9d0c8c7884ff1517dea103638a1b9f79d2e8f6e029ed 644     1251 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/Int.lean
2d5ffdceb9465d1051d52e8a87a615716521f2606be71236a806dab375047808 644     1317 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/Nat.lean
0e3ca8a5f9127ed0500446bc75cae63cf369a0e0072d535538feadf5ff3561ad 644     1806 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/Rat.lean
d8930c50a3705412dd5e532b67e57b66ab4cc6ca8ce050c8e22a331cc6f3ae14 644    10444 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/SInt.lean
f1037273c6f2463be8914a4f14323e013cf578f79ca747723dc79666bc9eff82 644    12860 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/Ring/UInt.lean
cc1a0215049380b9641e5b386c017a7c62ea808f70f077dd3a4aeffe622d74eb 644    18003 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/GrindInstances/ToInt.lean
5d7c66cad55e7de51b2a13a8aa6704ee3aa4eaa79ef1dbb6491a43da61d324fd 644     5272 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Guard.lean
b179967eec799a45584ce8d518caf92d2d507b9a83aa54b9d700f40ee91baa46 644      428 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Hints.lean
c41a52f093fd4279e1e054c4c6671cf8a2d27c4525f670abeb4d3128c8f67539 644      467 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal.lean
e542a226338d623fe78d15103875b8e05b363bfec3ef28cda54ae81249ca61f7 644      377 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order.lean
83bec6efd56c3bd0b433948b62416e94a36b8b47cea99ffad685384dc9258622 644    43312 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order/Basic.lean
b586d2cdc643d962df2ab3f6336403e7f5af48c84ecb07a382c97bd5e6781b7f 644    21644 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order/Lemmas.lean
49a8c8381a01198a8b2fa2c6ec9b8c82671c4fdd2b11dc88d5e6ea5b63c20db3 644     4947 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order/MonadTail.lean
052889108dd0a1847c165ccf0ee9fe6e2ad51f154bb0f7001f22bb883059220d 644      635 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order/Tactic.lean
8c27ec6907a7ba90b367b86a20830a001c61d85099be0853f010928e9fb90f80 644     2234 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Internal/Order/While.lean
1bde5769acb19ed4bf4d6a6639b04401bd77a8fed54cad2ef0aee118721b7b85 644     2890 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/LawfulBEqTactics.lean
6ff2e769e127f9c626d7c2aaf6db1167f3f6abaf0a665655ec442f389b5bbf74 644      483 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/MacroTrace.lean
6ec5bbae3da3c03a6b0c9cdce2f60b6c2ac6f8c4eab112055d02673e81d706f5 644     5048 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Meta.lean
01154a5f32560e2e971728ccb90a0cba6faa2f5c4764c9bab4bbcf7cb60b20b6 644    65877 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Meta/Defs.lean
6ce9ae712999c2b8837cd19a66a262023b31fc0530bb2fd822871d25173cfc7d 644    22335 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/MetaTypes.lean
bf201abf7f3c999fe02d7898017a92f7d145aacd58e0d79d31aea9871772b6d1 644     2718 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/MethodSpecsSimp.lean
0a064de7925f6bb8f28ee9e6874076c59fb11f4f507dafd730187596843ce4d0 644    44396 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Notation.lean
6f1035ccff4e73bc0ea14b1dfa037bded64d6b4058b024c6afea54df18c6556f 644    13824 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/NotationExtra.lean
3cdc18c9c2d8f8d8754849bb7ed8db96fdcea115331ca42befddce3b60d52cee 644      650 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega.lean
e54f3c3b3027b79c3e4d61d1374dbc361ee6a6bc7220956da7d15ff003d72fc6 644     4726 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/Coeffs.lean
d3f85c1a1ecfa9fa8c68987debfc1a9ce6646f832e112a683ad6ece3a18dd69a 644    15771 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/Constraint.lean
ac26541cf3e84f3fc9b069322f1c08805ded19d123e8a21b705f6fcf63980d3f 644     8124 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/Int.lean
5760ee7f3c39d7b2515d52ad4ef327520f81bfc037224206e9fd51ba12f3333b 644    16797 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/IntList.lean
cafce2df16a1032da1aca32a8c92bd501a0b7f74f19a650e7b30738d13bd16d6 644     7753 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/LinearCombo.lean
4d05f698303f1d95ecc3a52996a76db7ce3321a1dae896a619eac33ddac91a9a 644     1914 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Omega/Logic.lean
56de5780adc4358372fa9cfac270a70f2d03fd4f213a373aea4365483b31a544 644   235820 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/Prelude.lean
f57e74ac87489d1dc42b28b55670ee6c69343b0344632f0ae77f95aa5e43ff9b 644    38441 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/PropLemmas.lean
a5c5694178d7a376baa6f8ccda1e946a7dc1b048d06be083b7afc6d3f255e675 644     9805 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/RCases.lean
d2ead15f9f6a875d42c789c7a6db3bb3cbf5b87d0d06262d104b6c64ae99cd6d 644     4730 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/ShareCommon.lean
fe0dc61e7380da95224dc4a7bb577a9395c5e64fbab93c62afaa2cf7883a8de5 644    22248 /opt/lean-4.33.1/lean-4.33.1-linux_aarch64/src/lean/Init/SimpLemmas.lean
